,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
1192,יז באדר התשפא ה-1 במרץ בפנינו בקשת יושב-ראש החוקה ומשפט להארכת התקופה לאישור סמכויות מיוחדות להתמודדות נגיף הקורונה בשתי סמכויות מיוחדות להגבלת פעילות והוראות נוספות 31; ותקנות נוספות הגבלת פעילות והוראות נוספות 32,קורונה,0.7886272,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
3252,כדלקמן הקראת התייחסויות והצבעה ההחלטה שתתקבל תקבע כהחלטת נעבור הסעיפים המטרה לסיים הסעיפים ולהביא למליאה כתוספת לסדר נושאים שיישארו נספיק לדון בהם מסיבה יישארו ונתכנס מחר להשלים בהם שנספיק להשלים בישיבה המתארכת לאורך המליאה,נשים,0.78834504,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
519,שצריך לעמוד לנגד עינינו הצלת והבטחת נסיעה בטוחה למשתמשי כביש שכשאנחנו נשב התחבורה שיציג התקציב שיפורים בתשתיות בכבישים באותם כבישים אדומים שכולנו מכירים וכולנו קיימים קיימים,בריאות,0.7878117,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
24862,נגיע בחזרה לצפיפות לבנות בתי חולים ומרכזים רפואיים חדשים ולתגבר שאמרה יעל גרמן הצוות הרפואי והסיעודי האחות שסיפרת עליה רחצה ידיים מבין הלחץ להספיק ואין צוות חובות הראש לחלק תרופות וכולי גורם להתנהגות כזאת,בריאות,0.7875109,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
868,הנה ההיפך שמחים נתקן לפרוטוקול שהיו שאמרו מאושרים ברוך השם הטענה אזברגה חלוקה צודקת במשאבים הפריפריה לבין המרכז בבתי החולים בחיפה היותר רופא מומחה בדקת המממ בדקו,בריאות,0.78669137,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
9067,חשבנו לנכון הבריאות שעוזרי הרופא והחקיקה עוזרי הרופא והכרחי קורה במדינות למדינת ברפואת החרום להסדיר העיסוק במקצוע הפרמדיק,כלכלי,0.7862332,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
15323,החינוך התרבות והספורט 5 באוגוסט באב התשעט היערכות לפתיחת שנת הלימודים תשף בחינוך המיוחד בהשתתפות מנכל החינוך,חינוך,0.78608835,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
7545,החוקה ומשפט סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת היציאה מישראל והכניסה אליה 2 התשפא-2021,קורונה,0.78600436,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
5319,החינוך התרבות והספורט שביתת הסגל הזוטר מלווה מאז סטודנט הרב החמישי שביתת הסגל הסגל הזוטר ופעם שמות פתיחת שנת לימודים שומעים הדרכים השונות שבהם מנסים המוסדות להשכלה גבוהה לאנשים הזכויות הבסיסיות שמגיעות שעובדים בתחום ההוראה בהשכלה הגבוהה,חינוך,0.7850706,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
741,דנים כללי נקבל החלטה הצבעות יתאפשר חופש ביטוי המעוניין הרשו פרופ טרכטנברג,ניצולי שואה,0.7845905,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
6594,צו מהות הכנסה שלושה גופים שבעבר פעלו תחת הארכיונים שינו התצורה המשפטית אומרת צורת ההתאגדות צריכים מחדש להיכנס לצו הארכיונים,קורונה,0.7817984,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
23153,המשך תקצוב תוכנית הדרך בתחומי השיכון והתעסוקה שילוב יוצאי אתיופיה ואילך שיעורי התעסוקה בקרב יוצאי אתיופיה גברים ונשים עלו ב-20 השנים האחרונות קיימים פערים בשכר הממוצע משק ישראלי ממוצע למשק אתיופי ממוצע כיום ההכנסה הממוצעת משק יוצאי אתיופיה כ-70% מההכנסה משק ממוצע וזאת שהתעסוקה בקרב יוצאי אתיופיה מלאה הפערים בשכר ניכרים כשמשווים עובדים באותה רמת השכלה ובאותו אמנם בשנים האחרונות חל שיפור ברמת השכר יוצאי אתיופיה המגמה איטית ומשאירה משקי רבים ברמת הכנסה שאינה מספקת,חינוך,0.7817165,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
2929,נזכיר צו המרכז לגביית קנסות אגרות והוצאות והמטרה הצו להסמיך המרכז לגביית קנסות לגבות סוג מסוים חובות אגרות לרישוי רכב נקודות שעלו הקודם ושאלות שעלו בעקבותיו בתכתובת מייל מציעה שנפתח אותן ונציג ההתייחסויות,קורונה,0.77873033,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
3338,פותחת לקידום מעמד האישה ולשוויון מגדריעל אלימות עובדות סוציאליות,נשים,0.7782552,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
3527,תשמע ייתן הוראה הכספים מכותב היושב-ראש שלושה שבועות דנו ואתה היית שותף ישבת לצדי יישום מענק לעידוד התעסוקה שישה מיליארד שקלים שלושה שבועות עברו שלושה שילמו משישה מיליארד שקלים מ-7000 בקשות הוגשו 7000 ופחות מ-35% מהן טופלו שערורייה משישה מיליארד תשעה מיליון שולמו במשך שלושה שבועות הבעיה העבירו לשירות התעסוקה אמורים,כלכלי,0.7781347,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
4467,עברנו הקודם מיני שבעקבות הערות שנשמעו שינינו שעדיין נשארו פתוחים להכרעת בנוסח שמונח לפניכם השינויים מסומנים בעקוב שינויים,נשים,0.7765894,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
18327,דנים פרק ט ביטוח לאומי כולו למעט סעיפים 1361 137א ו-143 שיפוי המוסד לביטוח לאומי ההתייעלות הכלכלית חקיקה להשגת יעדי התקציב 207 ו-2018 התשעז-2016 תוספת ותק לקצבת הזקנה סעיפים 13612 137ב וסעיף 139,כלכלי,0.7762313,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
20695,פרק כולו ביטוח לאומי למעט סעיפים 22 23 241 ו-2א 25 שעניינם שיפוי המוסד לביטוח לאומי ההתייעלות הכלכלית חקיקה להשגת יעדי התקציב לשנת התקציב התשעח-2018,כלכלי,0.7761271,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
19230,פותחים החודש בחודש כסלו החודש שהילדה הקטנה שירה שתדעו,נשים,0.7755756,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
7662,העברנו איחוד חשבונות חשבונות רדומים עובר לחשבון פעיל חוסך שמשלם עלות קופות שאינן פעילות לאחרונה בכנס קיסריה דורית סלינגר השתבחה בסדר עומדים לשירותכם,ניצולי שואה,0.7755639,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
2964,מזכיר לאדוני היושב-ראש לחברי לנציגי שבס מעלים הנקודות היושב-ראש בפעם הראשונה העלינו בעבר אישית העליתי בפני הגורמים המקצועיים בשבס אצלך לביקורת,ניצולי שואה,0.7754193,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
18628,מתחילים השנייה הערב המשך שכותרתו פרק כולו תקשורת התכנית הכלכלית חקיקה ליישום המדיניות הכלכלית התקציב ו-2018 התשעז–2016,כלכלי,0.7750518,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
2338,צהריים שמחה יישום הפיקוח שירותים פיננסיים שירותים פיננסיים מוסדרים התשעו-2016 אכיפה המשך ישיבה מחודש,נשים,0.7747928,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
7998,שנתחיל ברשותכם להביע הזדהות העובדים שמענו וראינו השורות שברון העובדים טכנאים מתכננים מנהלים שקשור לתעשייה עבדו מעבר למשכורת מכך מסירות והזדהות,כלכלי,0.7746996,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
6660,רציתי דזה וו דרמטי מרגיש כאילו בסרט בתחושות קשות אשמה שבכלל חוקקתי בתיקון להוראת שבעטיו לכו האוצר לכו אתן החברות תסגרו הפיצוי תעלו לאוויר לעלות לאוויר ורק מכן הקטע ממשיך להפעיל עליכם הגנת הצרכן רוכשי הכרטיסים,ניצולי שואה,0.7744791,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
340,נבחן המפה הגאוגרפית מיזמי ההייטק שמרבית המיזמים 77% במחוזות תל והמרכז רבות הפריפריה הגאוגרפית מקבילה לפריפריה החברתית-כלכלית אינדיקטורים שיכולים לנבא השתלבות במגזר ההייטק לימודי תואר ב-STEM לימודים מדעיים טכנולוגיה מדעי המחשב מתמטיקה סטטיסטיקה; תעודת השכלה גבוהה; לימודי חמש יחידות לימוד במתמטיקה בגרות מדעית,חינוך,0.7734809,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
10953,שקרה שחוק לתיקון ולקיום תוקפן שעת חירום נגיף הקורונה הגבלת פעילות שבעצם קובע הסיפור הגבלת פעילות במרחב הציבורי ובמרחב הפרטי עבר וועדת הקורונה שדנה קבעה צו שיוצא ייכנס לתוקף אישור הקורונה מגביל,קורונה,0.77323586,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
4210,אשכול גליל מערבי שבמסגרתו מכירה עכו האשכול אשכול גליל מזרחי ובמרכז הגליל אשכול הכרם בתחנה השנייה יושבים כרמיאל,כלכלי,0.7727601,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
7590,קו העוני ליחיד בשנת 3593 ולזוג 5750 זחילה 3% זחילה 3% באינפלציה 0 נתווכח נתוניי הביטוח הלאומי ב-2020 3112 ולזוג 6101 גודל 18 מיליארד שקל,כלכלי,0.77213997,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
21819,החוקה ומשפט הכרזת סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת בידוד שנכנס לישראל בנסיבות מיוחדות התשפא-2020 קיבלנו מכתב מזכיר ב-7 בינואר בפגרת בחירות לנכון לקיים תוצאה החלטות בתקנות המגיעים מחול לחייב החוזרים מכול המדינות להיכנס לבידוד במלוניות ממדינות מסוימות אבקש מנציגת הבריאות להסביר ההכרזה,קורונה,0.77188206,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
19469,415 לחוק אמור אישור המשותפת ולאחר מכן אישור המליאה,קורונה,0.7715741,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
16068,לכולן פותחת לקידום מעמד האישה ולשוויון מגדרי נעסוק בהפרדה מגדרית בהשכלה הגבוהה,נשים,0.77142733,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
7603,העברה 13 מיליארד שקלים במזומן לתקציב התחבורה הפירוט 255 מיליון שקלים לתוכנית רכבות כבדות 337 מיליון שקלים להסעת המונים 639 מיליון שקלים לכבישים ו-300 מיליון שקלים לתמיכות בתחבורה ציבורית,כלכלי,0.7705439,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
1690,הבריאות דר אתי סממה גברת חוסיד דיומן אחזור עיקרי הדברים שאמרתי כשאלות כפתיח לשיחה כיוון ששמענו מקרים שבהם לוקח רב מרגע שהחלטה הפסקת הריון לביצוע רציתי לשאול לוקח הבדלים הסיבות להפסקת ההיריון הסיבה לעיכובים חוסר במרפאות ברופאים באישורים במכשירים בשבוע שבהם מבצעים שונה מבית חולים לבית חולים,בריאות,0.7703737,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
3040,מחר נאפשר לחברי וחברות להגיש הסתייגויות להצעת בצד שינויים תמצא לנכון בעקבות פסק הדין תעשה מוקדם מכיוון פסק הדין,קורונה,0.77026933,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
8972,אוכלוסייה שמוסטת לטיפול קופות החולים תקבל טיפול באגף השיקום להבין שבעצם מהותית האוכלוסייה העשרים אחוזים ומעלה לגביה חל השינוי האפקטיבי כאמור האוכלוסייה העשרה אחוזים 19 כאמור מקבלת טיפול שוטף באגף השיקום,כלכלי,0.77016526,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
6446,בסקר עדכני שקיימו בשבוע איגוד הארגונים היהודיים באירופה ומרכז רבני אירופה בקרב מדגם מייצג מקרב כ-700 רבנים וראשי קהילות יהודיות ברחבי היבשת מעלה ישנה עלייה במגמות אנטישמיות במדינות מערב אירופה לעומת במדינות מזרח אירופה ניכרת מגמת ירידה באנטישמיות הסקר נערך לקראת מנכל איגוד הארגונים היהודיים באירופה הרב מנחם מרגולין וסמנכל מרכז רבני אירופה הרב אריה גולדברג מציינים רבנים וראשי קהילות מצרפת שווייץ בלגיה גרמניה הולנד וצפון אירלנד מדווחים עלייה בגילויי האנטישמיות במדינותיהם לעומתם ממצאי הסקר שנערך כאמור רחבי היבשת במדינות מזרח אירופה כגון רוסיה אוקראינה פולין הונגריה ובלרוס ניכרת בתקופה האחרונה ירידה בגילויי האנטישמיות,חינוך,0.7696005,"('0.091*""החינוך"" + 0.024*""התרבות"" + 0.022*""והספורט"" + 0.017*""חינוך"" + 0.012*""הלימודים"" + 0.012*""הספר"" + 0.011*""שנת"" + 0.010*""במערכת"" + 0.008*""מערכת"" + 0.007*""תלמידים""',)",2
24670,פותחת לקידום מעמד האישה ושוויון מגדרי ה-5 ביולי מיוחד בנוסף לכך,נשים,0.7695706,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
23450,כול הצבענו סכום עשרה מיליארד שקלים בישיבת ועדה בחישוב עברו 55 מיליון שקלים בדקה היושב-ראש סכום שמאפשר לחברי לפקח התקציב ואתה החברים,כלכלי,0.76887405,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
7215,סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת פעילות והוראות נוספות 23 התשפא-2021,קורונה,0.76856905,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
5913,שנתיים עברה התכנית לחיזוק הצפון בהחלטת שנתיים מיליון שקלים הושקעו מיני חברות ייעוץ שסייעו לכתוב התכנית התקבלה החלטה התכנית נכנסת לתקציב מגישים לחברי תקציב מדינה שעוד בתקציב הקודם עודפים ושיש המשאבים הכספיים להעביר הכספים התכנית 18 מיליארד שקלים מתחלקים פני נכנס,כלכלי,0.7682946,"('0.024*""שקלים"" + 0.022*""מיליון"" + 0.020*""האוצר"" + 0.019*""תקציב"" + 0.012*""שקל"" + 0.008*""ממשרד"" + 0.008*""אגף"" + 0.008*""התקציב"" + 0.008*""הכסף"" + 0.008*""מיליארד""',)",2
1664,לשמחתי הצהרנו בתחילת הדרך יחד שאר שהספורט מהוועדה שכולנו קרה בשנים האחרונות הספורט והתרבות נדחקים לשוליים אתן לקרות חובב ספורט מושבע נדמה שכבר דיברתי משפחה ספורטיבית בעצמי נושם חי ספורט,בריאות,0.7682181,"('0.016*""החולים"" + 0.013*""הבריאות"" + 0.010*""חולים"" + 0.008*""בתי"" + 0.007*""הילד"" + 0.006*""נוער"" + 0.004*""הטיפול"" + 0.004*""לזכויות"" + 0.004*""בבתי"" + 0.003*""הדרכים""',)",2
18346,מתחילים הסתייגויות והצבעות פרק יג רישוי עסקים התכנית הכלכלית חקיקה ליישום המדיניות הכלכלית לשת התקציב 2021-2022 התשפא-2021 מ/1443,כלכלי,0.76820874,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
24991,לשים שהחוקים חוקים כבדים ההסדרים במליאה בשבוע ועבר בטעות בטעות המליאה הצביעה עבר לוועדת הכספים לוועדת,ניצולי שואה,0.7679074,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
4637,צהרים ברשותכם אתכבד הראשונה במושב החורף העשרים המושב השלישי במקרה פותחים החורף הארוך חורף בריא הסדרת מחקרים במחוללי מחלות ביולוגיים פרופסור ברכה רגר העבירה כתבה שהיו עמידים מיני תרופות אנטיביוטיות הפכו מידידותיים למחוללי מחלות צריכים לחשוש פותחים בנושאים חשיבות,כלכלי,0.7678673,"('0.017*""הכלכלית"" + 0.014*""התקציב"" + 0.012*""התכנית"" + 0.010*""חקיקה"" + 0.010*""פרק"" + 0.007*""המדיניות"" + 0.007*""ההסדרים"" + 0.006*""ליישום"" + 0.005*""העוני"" + 0.005*""הלאומי""',)",2
6285,בסופו הגיע הרב שהכיר הדוד והתחילו תהליך הגיע תורם שנמצא מתאים ותרם כליה התחיל חייו מחדש סיפור משפחתי אישי הדוד תרם כליה והיום הפכו משפחה התורם הפך הנתרם והם בקשר הדוק בקשר התורם איש מקסים איש אלטרואיסט ברמה גבוהה עוסק בנושאי נוער במצוקה בעיר לוד פעולות אדירות איש יקר,ניצולי שואה,0.76749605,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
3214,מנציגת הבריאות טליה אגמון הבקשה המעודכנת וכמובן להפנות תשומת לבנו לשינויים שהוכנסו שהוכללו טליה אגמון אתנו,קורונה,0.766635,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
3420,בשנת 2008 תוקן בעקבות יוזמה גלעד ארדן בתמיכת דאז ונוספו הוראות מפורטות שמאפשרות שלילת אזרחות בהליך שהוגדר נקבעו העילות המאפשרות שלילת אזרחות שהן האזרחות הושגה באמצעות מידע כוזב במרמה האזרח עשה מעשה הפרת אמונים למדינת ומוגדר מעשה הפרת אמונים למדינת במקרים הפנים בהליך שנקבע באמצעות פנייה לבית המשפט באישור היועץ המשפטי לממשלה ייעוץ ועדה מייעצת לשלול האזרחות ההליך שנקבע הליך יחסית מורכב וזאת ההבנה שאזרחות יסודי ושלילתה אירוע משמעותי לאפשר במקרים המתאימים,ניצולי שואה,0.7663829,"('0.008*""האוצר"" + 0.005*""החלטה"" + 0.005*""לקיים"" + 0.005*""השואה"" + 0.005*""שרים"" + 0.004*""בסופו"" + 0.004*""ניצולי"" + 0.004*""הדברים"" + 0.003*""העניין"" + 0.003*""שואה""',)",2
10334,הכלכלה סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת פעילות בתחום התחבורה התשף–2020 מתחילים פרופ גרוטו,קורונה,0.7660934,"('0.021*""התקנות"" + 0.020*""הקורונה"" + 0.012*""הוראת"" + 0.011*""נגיף"" + 0.010*""סמכויות"" + 0.008*""להתמודדות"" + 0.008*""מיוחדות"" + 0.007*""בתקנות"" + 0.006*""פעילות"" + 0.005*""הגבלת""',)",2
3195,שמחה שחברת עליזה לביא יושבת למאבק בזנות היושב הקודמת לקידום מעמד האישה שמחה שהצטרפת שהנושא קרוב לליבך תקצוב מגדרי הובל בקדנציה הקודמת עליזה לביא כיושבת ונתקבלה החלטת בנידון שחייבה לאורך ארבע הדרגתי ניתוח תקציב המשרדים השונים מבחינה מגדרית,נשים,0.76583385,"('0.017*""מעמד"" + 0.017*""לקידום"" + 0.017*""האישה"" + 0.010*""מגדרי"" + 0.009*""שירותים"" + 0.008*""פותחת"" + 0.008*""ולשוויון"" + 0.007*""הנוסח"" + 0.007*""נוסח"" + 0.007*""שינויים""',)",2
