QuoteText,OriginalTopic,Topic,Topic_Prob,,,,,,,
"לכן, אני חושב שאם כבר דנים בטכוגרף דיגיטלי, שזה דבר מבורך ונשמע תוך כדי דיון, היה חשוב שנקבל תוך כדי דיון – יש לנו את נציגי משטרת ישראל, משטרת התנועה, משרד התחבורה, שיכולים להתייחס לקטע הזה - אם יש בכלל בדיקות מדגמיות, גם רטרואקטיביות, לגבי זמן נהיגה ביממה ואם יש אכיפה בכלל סביב הנושא.",בריאות,תחבורה,0.95786744,,,,,,,
"כידוע, חוק השבות אינו מבחין בין גיור אורתודוכסי, קונסרבטיבי או רפורמי בבואו לקבוע זכאותם של גרים. המצב הכלכלי בוונצואלה קשה וקיים שם מחסור במזון ותרופות, הם חיים בסכנה ואינם מורשים לעלות. ",בריאות,דת,0.9578554,,,,,,,
"אוקיי. הנושא המרכזי לתפיסתי, שאני רוצה שנדון בו ואני עוד רואה את זה כשאלה. זאת אומרת יש אנשים מאד נחרצים לפה ויש אנשים מאד נחרצים לפה, אבל האם קיימת סכנה בריאותית בהקמת המכרה – זו השאלה המהותית שעליה אני מבקש לדון. אנחנו נשמע נציגים גם של הציבור וגם ממשרדי הממשלה.",בריאות,בריאות,0.9575446,,,,,,,
"דבר נוסף הוא שיש יותר ניסיונות התאבדות מהצלחות באופן משמעותי, מה שגרם לי לאורך הקריאה להרהורים שייתכן שלא פעם אולי זה חוסר הצלחה כי לא ידעו לעשות את זה נכון, אבל הפער הוא כל כך משמעותי שקשה שלא לראות בזה לפעמים גם אותות של מצוקה, או איזה שהיא זעקה, שאם אנחנו לא נדע לתרגם את זה נכון ולא נדע להתייחס לזה נכון אז אנחנו לא נצליח למנוע ולטפל בזה. יכול להיות שאת חלק מהמקרים האלה היינו יכולים למנוע אם היינו עושים תהליכים מקדימים ומונעים גם את הניסיונות האלה, שאולי בחלקם בכלל לא רצו להצליח ובכל זאת הצליחו. ",בריאות,בריאות,0.9563844,,,,,,,
בוקר טוב לכולם. לבקשת יושב ראש הוועדה אני אספר מה נעשה בתקופה האחרונה ואני מניחה שחבריי יתקנו אותי במקומות שאני לא אדייק. בחודשים האחרונים נפגשנו מספר פעמים עם מגדלי הלולים ונדונו תפיסות שונות לגבי אופן קידום הרפורמה. ,בריאות,בלי,0.95593977,,,,,,,
"ההורים העבירו את רשות הדיבור אליי, בכל זאת, אז נכבד אותם כפי שצריך. ""ודור יקום וחי ישיר ליופי ולחיים"". מי שמסתכל בפוסטר הזה יראה למטה את הווטסאפ האחרון שאני קיבלתי מהדר. הייתה דילמה גדולה, הדר היה עתיד להינשא וכשהוא ישב שם אל מול האויב הוא בה בעת ישב וצייר את ההזמנה לחתונה שלו, ששם הוא כתב את השיר של הרב קוק ""ודור יקום וחי, ישיר ליופי ולחיים"". אנחנו התכתבנו בווטסאפ כי הייתה דילמה קשה איך לוקחים מעוין ומכניסים אותו לתוך מעטפה מרובעת. ",בריאות,בלי,0.95574105,,,,,,,
"התיקון הוא חלק ממדיניות ממשלה שיצא בהחלט ממשלה משנת 2017. הוחלט על שינוי בדרכי ההזדהות, כדי לקבל שירותים ממשלתיים, להפוך את זה יותר נגיש, להפוך את זה לדיגיטלי. לכן עשו שינוי רחב בכל מיני תחומים שונים.",בריאות,טכנולוגיה,0.95562875,,,,,,,
"מצד שני, אנחנו במסגרת תפקידנו במשרד הביטחון, מופקדים על שמירת הסוד והיתרון הטכנולוגי של צה""ל ומערכת הביטחון ואנחנו פועלים לממש את ייעודנו, ועניין הסיווג הוא חלק אלמנטרי ממה שאנחנו עושים במסגרת הזאת.",בריאות,בטחון,0.9556125,,,,,,,
"שלום לכולם, תודה רבה, גברתי היושבת ראש, יעל, הבקשה הזאת לתיקון הצעת החוק לא נולדה רק בגלל ועדת סילמן. אני מאוד מבקש, גברתי היושבת ראש, שנשמע את הדרג המקצועי במשרד הרווחה, לפחות חלקן יושבות כאן, אלא מנוכחות פיזית בדיונים בבתי-משפט, כאשר הדיונים ארכו בערך דקה, שתיים, שלוש, שבהן מי שכתבה את סדר הדין, נעמדה לפני השופט, והשופט בתוך דקה או שתיים אמר, או.קיי. אני מקבל את התסקיר שלך – נא תלכי ותטפלי, ואז היא הופכת להיות גם המטפלת ומראש, לצערי הגדול, בכלל, התסקיר לא מיטיב עם אחד הצדדים, אז היא הופכת להיות למגשרת, שופטת. למגשרת – כאשר אחד הצדדים אי אפשר לגרור אותו אליה, והיא או הוא תמיד האנשים הרעים בתוך הסיפור. ",בריאות,בלי,0.95529807,,,,,,,
"שתי נקודות שאני חושב שכדאי להתייחס אליהן בדיון של היום. אחת, אין עוררין על המסוכנות של הכביש ועל הצורך לטפל בו ולהקטין את מספר הנפגעים בו. הכביש לא הצליח להיכנס לתכנית הרב שנתית לשדרוג הכבישים - - - ",בריאות,תחבורה,0.95386076,,,,,,,
"תודה כבוד היושב-ראש, התבקשתי גם על-ידי העמותה שלנו וגם על-ידי ארגון הנכים בראשות ד""ר עמיחי תמיר, להביע את התמיכה שלנו בהצעת החוק ואנחנו סבורים שהמקום הטבעי שהצעה תידון זו ועדת העבודה והרווחה. ",בריאות,רווחה,0.9535202,,,,,,,
"צהריים טובים או בוקר טוב, כל אחד איך שירצה. שלום לכל חברי. אני מניח שחלקם נמצא בטקס. יש עכשיו טקס החלפת מנכ""לים של הכנסת. כידוע, מנכ""ל הכנסת נבחר להיות ראש עיריית נצרת, אז יש עכשיו טקס החלפת מנכ""לים. אני הייתי שם שירא אותי מרחוק וזהו. לחתום.",בריאות,בלי,0.9535019,,,,,,,
"התברר לי, והגשתי כבר לשר החקלאות שמיר, שאלה, והוא הסביר לי שאין שום מניעה מצד משרד החקלאות או משרד הבריאות נגד הדגים החיים, אבל זה היה נוח פשוט לבעלי הבריכות, למובילים והם מקפיאים את הדג וזה בסדר גמור.",בריאות,בלי,0.95350057,,,,,,,
"מה שקיבלתם זה הארכה של הכרזה שאישרתם לפני כמה ימים, הארכה בעשרה ימים נוספים. אין פה שום שינוי של התנאים המהותיים. ולגבי העמדה המקצועית, שהיא זאת שמבססת את ההצדקה להארכה, אני אשמח ששרון תוכל להרחיב.",בריאות,בלי,0.95344126,,,,,,,
"הנושא עלה למודעות שלנו בעקבות פרשה מאד מאד קשה וחמורה וסדרתית, של אדם, יזם נדל""ן, או איש חיי לילה בשם אלון קסטיאל, אבל אני חייבת להגיד שהיא לקחה קצת בשיח הציבורי ובתקשורת, כיוון שאני אולי לא התפלאתי עליו, אבל חשבתי שהוא לא כיוון נכון וחשבתי שאני חייבת להגיד, אנחנו כולנו בתור חברה, גם בשיח הציבורי והתקשורתי, כבר אולי היינו צריכים קצת להתבגר ממנו והצטערתי לראות שלא, על הנזקים והמתירנות וכו', של חיי הלילה. ",בריאות,נשים,0.9528378,,,,,,,
"אני מבקש להתמקד בסוגיה הזאת, כלומר בחלופות האזרחיות לאיכוני השב""כ. אני מבקש בדיון הזה פחות להתמקד בבעייתיות של איכוני השב""כ אלא להתמקד בצד הפוזיטיבי של הדיון – מהן החלופות האזרחיות לאיכוני השב""כ.",בריאות,בטחון פנים,0.95160294,,,,,,,
נכון. בדיוק עכשיו דיברתי על הסיור. היה סיור מאוד מרשים כי זה המקום היחיד בארץ – הם כאן והם יציגו אותו – שנותן פתרון לנושא של תחלואה כפולה. היינו במאור ופגשנו חבר'ה. באמת היה סיור מרתק.,בריאות,בריאות,0.9515753,,,,,,,
"זאת אומרת, הכללים הם אותם כללים על בקשות פטור מאגרה, בשינוי הזה שקראתי עכשיו שכאשר בודקים את הפטור מאגרה במצב של בקשה בכתב, אין הדרישה לבדוק את התגלעה פה עילה. ",בריאות,בלי,0.9515728,,,,,,,
"יש לי חוק על כפל הגמלאות שנמצא בדיון, שדיברנו עליו. באותו חוק יש לי גם את הסיפור של ההכשרה - ה-30 אחוז, להפוך אותו לקבע. כשהגשתי את החוק דחו לי את שניהם. כלומר, זה היה בחוק אחד ודחו לי אותו. הגשתי את זה אפילו ראשון. אחר כך הממשלה מביאה את זה כחוקים שלהם. ",בריאות,כלכלי,0.9515375,,,,,,,
"החלטות ממשלה קודמות החלו ב- 2003; החלטה נוספת ב-2005; עוד אחת ב-2005; עוד אחת ב-2008; עוד אחת ב-2009; עוד אחת ב-2010; עוד אחת ב-2015; עוד אחת ב-2016 ועוד אחת ב-2018. יותר מדיי החלטות, שיעלו את האנשים כבר ונגמור. ",בריאות,בלי,0.95153683,,,,,,,
"אנחנו רוצות שנשים ישתלבו בתעסוקה, אבל בתנאים מכבדים, כאשר הן יודעות שכשיהיו בגיל מבוגר יותר, בעת זקנה, תהיה להן את האפשרות להתפרנס מתנאים שחסכו להן כל החיים שלהן. ",בריאות,רווחה,0.95151275,,,,,,,
"בסדר. אני רק רוצה גם התייחסות אחר כך, אם יש משמעות רק לגבי החברות הישראליות. האם זה שאנחנו אומרים יש פטור ממכרז, הפירוש הוא שזה גם מאפשר לקחת בלי עדיפות מחברות ישראליות? זאת אומרת, האם הפטור ממכרז הוא רק פטור לחברות ישראליות?",בריאות,כלכלי,0.9511987,,,,,,,
"מה שקרה שבגלל ההגדרה הזאת של משרה מלאה, חלק גדול מהנשים נופלות בין הכיסאות בעניין הזה, כי אנחנו יודעים היום שיש הרבה מקומות עבודה ששעות העבודה שלהם לא בדיוק בהגדרה, וגם אין הגדרה ברורה על משרה מלאה, יש הרבה לקונות בחקיקה השונה.",בריאות,רווחה,0.9511729,,,,,,,
השם של הוועדה משתנה כיוון שזו לא ועדה קבועה אלא היא עוסקת בחוקים ספציפיים שמחליטים להעביר אליה. השם שלה נגזר מאותם חוקים בהם היא מטפלת. ,בריאות,בלי,0.94905686,,,,,,,
"בוקר טוב לכולם. אנחנו היום התכנסנו לדיון מעקב אחר התקריות האנטישמיות בארצות הברית. בנושא הזה אנחנו קיימנו כמה דיונים, גם בנושא בארצות הברית וגם בכלל באירופה. היום אנחנו נתמקד בארצות הברית – מה הניסיון באוניברסיטאות ובקמפוסים שבאוניברסיטאות. ",בריאות,בלי,0.94861305,,,,,,,
"אנחנו היום צריכים להיזהר. מי שנכווה ברותחין נזהר בצוננים. מי שראה דבר כזה, אסון כזה צריך ללמד אותנו, לצלצל בפעמון ולתת לנו אות אזהרה שהממשקים האלה הם ממשקים מסוכנים.",בריאות,בלי,0.9485799,,,,,,,
"אנחנו נמצאים בפער עצום בין מצאי החניה לאוטובוסים וחניוני לילה לבין הצורך. לאוטובוסים יש הרבה תכונות ייחודיות וחיוביות אבל אחת התכונות השליליות שלהם היא שאי אפשר לקפל אותם בלילה לאיזושהי מזוודה קטנה, להניח אותה בצד ולפרוס מחדש את האוטובוס בבוקר. אם אין מקומות לאוטובוסים לעמוד בלילה, אנחנו נמצאים בבעיה מערכתית. לבעיה המערכתית הזאת יש הרבה מאוד השלכות על יכולת התפעול של הקווים, על מספר הקווים וכדומה.",בריאות,תחבורה,0.94740605,,,,,,,
"מה שהחוק הזה הגיע – אני יו""ר שדולת כחול לבן. ובמהלך השנתיים וחצי אני מסיירת בהרבה מפעלים בארץ, סיירתי כמעט בכל הארץ מצפון לדרום. אדוני היושב-ראש, הבעיה העיקרית של המפעלים, שהם הרבה פעמים נתקלים במה שנקרא, ואתה בטח יודע, עומס של רגולציה על המפעלים. הם לא מצליחים להרחיב. הייתי במפעל של ""רב בריח"" באשקלון שנתקע כל הזמן על רגולציה וחוסר יכולת באמת להתפתח.",בריאות,בלי,0.94638073,,,,,,,
"הרבה מהדברים האלה, נראה שהם לגמרי ברי טיפול אם רק המערכת תעשה שידוד מערכות, ניסוח של פרוטוקולים ובאמת איזושהי תקינה של אנשים שיהיו מסוגלים לתכלל את המאמץ הזה.",בריאות,בלי,0.94620895,,,,,,,
"אני פותחת את דיון הוועדה בנושא מחלקות אשפוז ילדים. אנחנו בעצם מחלקים את הדיון הזה לשניים, אנחנו כמובן נוכל לשזור את הדברים אלה באלה, אך שני הנושאים שעומדים על סדר היום הם המזון המסופק לילדים והתנאים הפיזיים להורים ומלווים. ",בריאות,בריאות,0.9457522,,,,,,,
"השבוע עסקנו מהיבט אחר בסוגיית עידוד השקעות הון, בהקשר של דוח המבקר מ-2013 על הטבות המס המפליגות לטבע. כאן אנחנו עוסקים בזווית אחרת, אנחנו מדברים על סעיף 16א בפקודת מס הכנסה. הפרק הזה בדוח המבקר, בעצם בלי לומר את השם, קורא לקרן קרן א', מדבר על אייפקס ועל ההטבות שניתנו לה, ושוב, בדומה לאותו דוח על טבע מ-2013, שואלת את השאלה – מה נתנו ומה קיבלנו. ",בריאות,בלי,0.9449799,,,,,,,
"הסתייגויות מהותיות שנדחו על ידי הוועדה למרות שיש בהן הגיון כדי שיהפכו את החוק הזה למשהו ראוי יותר ונכון יותר ולייצר את האיזון. דיברתם כאן על הזמן על כך שמייצרים כאן איזון בין השלטון המקומי והשלטון המרכזי. אין כאן איזון ועל אחת כמה וכמה – והרביזיה עוד יותר נדרשת לאור ההסתייגויות שכן עברו שפותחות הרבה יותר את החוק, שמאפשרות מרווח החלטה הרבה יותר נרחב של הוועדה המייעצת שנקבעת בחוק, בעצם לא רק למשהו חיוני, תשתית של שירות חיוני או מפעל חיוני אלא גם לצרכי ציבור חשובים אחרים. זה פתח מאוד מאוד גדול שהכנסתם לחוק ודרכו יכולים להיכנס הרבה מאוד דברים והוא מאוד מאוד בעייתי. לכן, על אחת כמה וכמה צריך לשקול בחיוב להעביר את ההסתייגויות שנפסלו קודם לכן. תודה.",בריאות,בלי,0.944031,,,,,,,
"אני רוצה להבהיר חד-משמעית, ואני חושבת ששותפים לי בעניין הזה מאה אחוז מחברי וחברות הכנסת: זה נכון שהמשטרה, בוודאי במדינה דמוקרטית, תחקור את נבחרי הציבור במידה ויש צורך, וגם תעמיד לדין. אני חושבת – אולי לא גאווה, אבל טוב שהמערכת המשפטית שלנו יכולה, וכך עושה – גם חוקרת וגם מעמידה לדין ומרשיעה, בין אם זה נשיא לשעבר, ראש ממשלה לשעבר, שרים וכדומה. אולי זה לא לגאוותנו, אבל בהחלט מוכיח עד כמה אנחנו מדינה דמוקרטית. ",בריאות,בטחון פנים,0.9430525,,,,,,,
"אני זוכרת שבזמנו הצעתי שהמשרד בעניין הזה יהווה דוגמה לשאר משרדי הממשלה, ולבדוק מה בדיוק קרה ואיך הגעתם לתוצאות האלה – אולי זה יוביל אותנו למצב טוב יותר במשרדים אחרים.",בריאות,בלי,0.9430417,,,,,,,
"אני חושב שאנחנו באמת ניתן למנכ""ל לקט ישראל גידי כרוך להציג את הדברים ואולי גם לכוון מבחינתנו לדיון בוועדה כאן את הנקודות הפרקטיות איך אנחנו כחברי כנסת או כוועדה יכולים להמשיך את הפעילות החשובה הזאת. בבקשה.",בריאות,בלי,0.94294643,,,,,,,
"אז תל השומר, שיבא, שבעצם הוא טיפל בילדים תקופה די ארוכה ולכן אני חושבת שזה מאוד מאוד חשוב. דבר נוסף שאתמול קראתי, שפרופ' שיבא, שהוא היה מנהל בית החולים, אבל כנראה אחרי שהצבא סיים שם - - -",בריאות,בריאות,0.9426107,,,,,,,
"הנושא כולו צריך לבוא לידי ביטוי בסדר העדיפויות של משרד הבריאות. בדיון הקודם הובטחו לא מעט הבטחות בעניין, אז אנחנו נרצה לראות שהדבר אכן קורה. משרד מבקר המדינה, האם תרצה לומר משהו בעניין?",בריאות,בריאות,0.9425864,,,,,,,
"יש כאן חבורה שכבר מכירה את נוהלי השולחן ואת נוהלי החדר הזה. ביום הזה או בזמן הזה, כמובן נציגי הממשלה, ובמקרה הזה דנה יקירתנו, אורחת קבועה כבר - לא אורחת, בת בית - תציג את העניין. ",בריאות,בלי,0.9425514,,,,,,,
"ידוע שמאז שחוקק החוק בוועדת הכלכלה, זה הדיווח הראשון. על פי החוק מחויב שר החקלאות – נדבר על זה למה שר החקלאות, נכון לשעתו, יכול להיות שנצטרך לשנות את זה. לא היה נכון לשעתו, אבל היום זה עוד יותר לא נכון. תוך כדי דיון יצוף הנושא, ואז נבין. ",בריאות,בלי,0.9422733,,,,,,,
"בוקר טוב, קודם כול תודה רבה לך אדוני היושב ראש וגם ליהודית, מנהלת הוועדה, על זה שאפשרתם לנו את הדיון הזה היום. אני חושבת שזה מאוד נכון לקיים את הדיון דווקא ערב ליל הבדולח. ליל הבדולח בעצם, בלילה בין ה-9 ל-10 בנובמבר 1938 היה האירוע המאורגן האלים הראשון שבו נשרפו בגרמניה ובאוסטריה כ-1,000 בתי כנסת, נשדדו, נבזזו עסקים, נשברו זכוכיות ולכן קראו לזה קריסטל. ",בריאות,בלי,0.9416636,,,,,,,
"אתם מכירים את הסיפורים על המלבי""ם. הוא היה אחד מגדולי הדור הקודם-קודם, והוא הרבה בניסיון למצוא את הקץ ומתי יגיע הגואל, ולפי ספר דניאל, זה עידן וחצי עידן וכו'. אמרו לו: איך אתה עושה? הרי חכמים אמרו שתיפח רוחם של מחשבי קיצין, ולא צריך לעסוק בזה. אז, מה אתה עוסק? הוא אמר: אמשול לכם משל למה הדבר דומה. לאבא ובן שנוסעים מוילנא לפראג, מרחק של חודשיים נסיעה בעגלה. הם יוצאים לדרך – זה לא קל, וזה עם עגלה וכו' – ואחרי יומיים הילד כבר מתחיל להיות קשה והוא אומר ""אבא, מתי נגיע?"". האבא אומר לו ""שתוק, טיפש, שתוק"". הילד הצטנף בפינתו.",בריאות,בלי,0.94110835,,,,,,,
"בית החולים ""גליל"" בנהריה. למרות כל מה שעשינו כאן, השקענו פה שעות על שעות על שעות, מצבו המתדרדר של בית החולים בנהריה והסיכון האפשרי לצמצום השירותים שלו לתושבי כל הצפון: - -",בריאות,בריאות,0.93949085,,,,,,,
"אני אספר לך שכשקבלתי להיות יושבת-ראש ועדת רפורמות, ספרו לי שכשכתבו בגוגל ""רחל עזריה רפורמות"", גוגל הציע תיקון ל""רחל עזריה רפורמית"". ",בריאות,בלי,0.9389714,,,,,,,
"מה שברור שזה מה צריך, אבל כנראה שצריך לא עושה את תפקידו מספיק טוב, ואז התוצאה בשטח, לפחות על פי הדוח, שכל הטיפול בנושא המים עובר טיפול ברמה נמוכה ביותר, בלשון המעטה, והתוצאה היא זיהום של מקורות המים, של מקור המים, בעצם מקור מים מאוד מאוד מרכזי, האקוויפר המרכזי, והמצב – אם לא יתוקן, הוא הולך ונעשה רע, הוא הולך ומדרדר, והתוצאות יכולות להיות קריטיות, הן בצורך במים והן בבריאות הציבור שאנחנו מאוד מאוד מוטרדים ממנה. ",בריאות,אנרגיה,0.93865776,,,,,,,
"בחודשים מרץ-דצמבר 2014 בדק משרד מבקר המדינה את הנושאים, ובעיקר את יישומו של חוק האוסר אלימות בספורט ואת יישומן של ההמלצות כפי שפורסמו. בוודאי נציגי המבקר יאמרו את זה. אני בכל זאת מפריד בין הכדורגל והכדורסל וכל היתר. אני חושב שכל אחד יודע שעיקר האלימות והגזענות, כפי שאני הוספתי, הן בתחום הכדורגל, אבל יש גם תחומים נוספים וענפים נוספים. ",בריאות,תרבות,0.93797755,,,,,,,
"אנחנו ביקשנו גם ממשרד החוץ שיהיו איתנו. היום בהתחדשות החקלאית שיש, אנחנו מצד אחד בנושא של לווייני תקשורת ידענו שהיום יש ננו לוויינים שמופנים לנושא החקלאות ויש לזה דרישה ופיתוח מאוד גדול. גם בננו יש גם פיתוח שבהחלט יכול להיות לאו דווקא במדינות נחשלות, אלא דווקא במדינות מפותחות, היום כשהשטחים החקלאיים מאוד מאוד מצומצמים, אז אפשר לעשות פרויקטים אדירים. אני חושב שיש לנו מה להגיד, אנחנו חדשניים בעניין הזה וזה יכול להיות דבר שמאוד גם יחזק את קשרי החוץ שלנו, אבל יהיה לנו מה לייצא, בהחלט דברים מאוד מאוד מעניינים. ",בריאות,טכנולוגיה,0.9359547,,,,,,,
"אנחנו גם נשמע עוד קצת מבקרי פנים, כדי להכניס אותנו לאווירה וכדי שלא תהיה תחושה שאנחנו מדברים פה על משהו יבש ופורמליסטי, אלא על סוגיות שמתרחשות מדי יום ביומו וכן ננסה למקד את הדיון בטיוטת התקנות המתוקנת שהעביר לנו משרד הפנים, תקנות שמייצרות מספר מינימום של תקנים של מבקרי פנים ברשויות מקומיות. אלה תקנות מאוד משמעותיות, כי בלעדיהן ברצותו יכול ראש רשות לבטל ולאיין לחלוטין את מוסד הביקורת. ",בריאות,בלי,0.9359194,,,,,,,
"אז ביקשנו לאזן בין הצרכים. כשהייתי ילד היינו באים לחוף הים היו מטקות ובזה נגמר העניין. היום אנשים מבקשים רמת שירות ונושאים אחרים בחוף הים – בתי קפה, מסעדות, קיוסקים - וזה חלק מהבילוי, תוך איזון עם שמירה על הרצועה עצמה, שבמהות שלה באה לשרת את אלה שבאים לחוף הים לרחצה. ",בריאות,תרבות,0.9354361,,,,,,,
"אנחנו עוברים לסעיף האחרון בסדר היום. על סדר היום הפחתת אגרות לחיילי מילואים פעילים (רואי חשבון, נוטריונים, חוקרים פרטיים ושומרים).",בריאות,בטחון,0.9354351,,,,,,,
אני סוגרת את הישיבה ואני אקיים ישיבה בהקדם האפשרי. אני מאוד מקווה שאני לא איאלץ לנקוט בצעדים חריגים שנתונים לי לסמכותי בוועדה על מנת לברר את הסוגיה הזאת. ,בריאות,בלי,0.93539184,,,,,,,
"אני חושב שלא נוכל להתקדם, ואני חושב שזה התפיסה הכוללת של משרד הכלכלה, בלי שנהיה חלק מתכנון אזורי, כך שכל תכנון אזורי, כל אזור תעשייה אזורי, קח את הצפון, כברי שהולך לקום, במעלה יוסף עשו את החורפיש, אזור תעשייה בית תפן, אזור תעשייה במעלות, אזור תעשייה דלתון, אזור תעשייה שתיכף ידברו גם ברמת הגולן, יישובי רמת הגולן חייבים להיות חלק, אבל חלק מהניהול, חלק מהבנייה, חלק מהשמת כוח האדם וחלק כמובן מגביית הארנונה, שזה עוד נדבך כלכלי לישובים שלנו.",בריאות,בלי,0.9352736,,,,,,,
אני מתכבד לפתוח דיון בוועדה לצדק חלוקתי ולשוויון חברתי. הנושא שלפנינו הוא בחינת השירותים והמענים לקליטה ועידוד אוכלוסיות חרדיות בערי הפריפריה. ,בריאות,רווחה,0.9349665,,,,,,,
"הפכנו את הנושא של הטבות המס להסתייגות על שמות חברי הכנסת שהגישו את החוק ואתמול ביקשתי שזה ייכנס לתוך החוק. זה יופיע כהסתייגות. שגית, אני מבקש לדעת לגבי הניסוחים.",בריאות,כלכלי,0.9348865,,,,,,,
"כן. לא מדובר בפעולה של אדם פרטי. החוק לא מסדיר בכלל את האנשים הפרטיים, את בעלי הרכב; הוא מסדיר רק את בעלי המקצוע, את נותני השירותים, את העיסוק המקצועי-מסחרי בשירותים השונים. לכן כאן אנחנו מדברים על סיוע- - -",בריאות,כלכלי,0.9348661,,,,,,,
"דבר שני, אני רוצה להגיד באופן נחרץ וחד משמעי שכל הנושא הזה לא יצא מאיתנו, לא ממני, לא מהעוזרים שלי, לא מהצוות של הוועדה. אנחנו הופתענו מזה שהתפרסם, וגם לא הבנו למה. מה קרה? מה שקרה מאז היה - - -",בריאות,בלי,0.9348597,,,,,,,
"אחת הבעיות שיש כרגע, שאתם חמש ואנחנו חמש. אני חושש שאחד מחברי הכנסת מכחול-לבן ייכנס, אני לא אזהה שהוא חבר כנסת של כחול-לבן כי הוא חדש ואני לא מכיר אותו, ואז אני אעשה הצבעה ואני אפסיד. אתם שישה.  ",בריאות,בלי,0.9346236,,,,,,,
"אנחנו דנים כאן בנושא ספציפי, ההיבטים המגדריים של מערך הסיעוד ונושא הסיעוד. לפי המסמכים שהונחו בפני הוועדה, אחד מכל ארבעה אנשים בארץ, מהמבוגרים, הוא סיעודי ו-70% מהסיעודיים הם נשים. כלומר, יש היבט מגדרי מובהק לעניין הזה. כאשר המערך והזכויות מוקנות לפי החוק הישראלי ושירותי הסיעוד בארץ השירותים מצומצמים, הם הרבה פחות ממה שצריך, כמו הרבה דברים, אבל כאן זה בצורה מובהקת. אחת הסיבות, לדעתי, היא שלא היה מספיק כוח פוליטי כדי לשנות את המצב הזה, למרות שקמה מפלגת הגמלאים, אבל היא לא הצליחה לשנות את המצב מיסודו, היו שיפורים פה ושם. ",בריאות,נשים,0.93128216,,,,,,,
הוא סובל ממחלת רקע אשר מדכאת את מערכת החיסון או מטופל באופן קבוע בתרופה המדכאת את מערכת החיסון.,בריאות,בריאות,0.9308162,,,,,,,
דבר שני שאנחנו אמורים לתת עליו את הדעת זה דמי ההפצה. אלו שתי הנקודות המרכזיות אשר בהן אנחנו אמורים לעסוק. בזה אנחנו אמורים להשלים את החקיקה של החוק.,בריאות,כלכלי,0.93034387,,,,,,,
"בהצעת החוק, כל הנושא של פיקוח על מזון לבעלי חיים, הוא נוגע למזון לבעלי חיים, הוא מסתכל מהצד של בריאות בני האדם, בסופו של דבר, אני מניחה שגם על בריאות בעלי החיים. ",בריאות,בריאות,0.9303244,,,,,,,
"האמונה, האופטימיות וההומור היו נר לרגליה במהלך כל חייה ובעיקר בעתות של קושי והתמודדות עם אתגרים, כפי שתיארה אותם.",בריאות,בלי,0.9302617,,,,,,,
"אני אגיד פה תודה גדולה לאביגיל, שמובילה את הוועדה ומכינה את כל הדיונים וגם את זה, ואת שגיא, שהצטרף פה לדיון ומצטרף אלינו באופן כללי לצוות, אז תודה רבה גם, ויעל של הוועדה גם פה יושבת.",בריאות,בלי,0.9302599,,,,,,,
"יולי גת, בוקר טוב. אוקיי, יקירתי, את מגיעה עם מצגת ואת מתבקשת להציג אותה, יש לך ארבע דקות ועשרים שניות להציג מצגת, ובשאר הזמן שיש לך תוכלי לדבר - - -",בריאות,בלי,0.92985964,,,,,,,
"וזה מאוד מעניין, במיוחד אחרי שאמרו שאני מייצרת תעודות פטירה, שאני לבד מייצרת אותן, שאני נוהגת כמו שאר הוועדות ומייצרת תעודות פטירה. לא רק שאני מייצרת, אני גם דואגת לטיפול פסיכולוגי שלא צריך. אז אני חושבת שהדיון הזה מאוד חשוב כדי שנראה בעיניים ונוכל לספר את הספר, מה ראינו, איך הדברים עובדים ועל מה מבוססת כל תשובה שמאיר נותן לנו. ",בריאות,בלי,0.92847186,,,,,,,
"כן. הכנסנו את אותו פרק אזרחי חשוב. הכנסנו שני מרכיבים מהותיים בנושא הזה. הכנסנו מתג שמיתוסף לאותו שיקול דעת של הרשות המבצעת בהינתן זה שהיא רוצה לעשות שימוש בכלי השב""כ. במשרד הבריאות יש סדרה של פעולות שמוכתבים על-ידי חקיקה ראשית שזה בעצם בבסיס הצעת החוק הממשלתית. הממשלה לא יכולה סתם בגחמה של מה בכך שהיא מחליטה להפעיל את כלי השב""כ. מדובר בהסדר מאוד מרוסן, מאוד מבוקר. כל פעם הוא לשלושה שבועות. זאת אומרת צריכה להתכנס ממשלה והיא צריכה לקבל המלצה של ועדת שרים, הסכמה של ראש ממשלה וראש ממשלה חליפי. יש מנגנון מסוים. אחרי זה גם שמנו קריטריון אובייקטיבי שאי אפשר להפעיל את הכלי אם אנחנו נמצאים בסיטואציה של פחות מ-200 חולים ביממה. זאת אומרת לא מדובר במגפה משתוללת שאי אפשר לשלוט עליה. רק כשיש אותו כלי אובייקטיבי יש ההפעלה עם מרכיב אזרחי במקביל, וכמובן, עם פיקוח של הוועדה. ",בריאות,בלי,0.9276169,,,,,,,
"שלום, אני יועצת משפטית במשרד הביטחון. אנחנו מבקשים פטור מחובת הנחה לתיקון חוק קליטת חיילים משוחררים, מאחר ואנחנו לקראת סוף השנה ואנחנו רוצים לאפשר לקרן לקליטת חיילים משוחררים להתארגן כמה שיותר מהר כדי להעביר את הכסף עוד לפני סוף השנה. התיקון החוק התעכב קצת כאן במערכות כדי להשיג הסכמות, ועכשיו, כשהכול הושלם, אנחנו רוצים להאיץ את הליך החקיקה כדי להעביר את הכסף כמה שיותר מהר. ",בריאות,בטחון,0.9259077,,,,,,,
