Type,QuoteWordCount,QuoteLen,StartDate,Speaker,QuoteText,NonStopwordsQuoteText,Tag
Committee,35.0,225.0,2019-12-30 13:45:00," << יור >> היו""ר משה גפני: << יור >> ","אני פותח את הישיבה בסעיף האחרון בסדר-היום: בקשה להארכת מועדים לפי חוק מימון מפלגות, התשל""ג–1973, ולפי חוק הרשויות המקומיות (מימון בחירות), התשנ""ג–1993. קודם כול הארכת מועדים לפי חוק מימון מפלגות, בבקשה, חנה רותם ממבקר המדינה.",בסעיף האחרון בסדר-היום בקשה להארכת מועדים מימון מפלגות התשלג–1973 ולפי הרשויות המקומיות מימון בחירות התשנג–1993 כול הארכת מועדים מימון מפלגות חנה רותם ממבקר,בלי
Committee,85.0,442.0,2016-11-21 09:00:00,"היו""ר קארין אלהרר:","תראו, לא סתם בחר מבקר המדינה לפתוח את הדו""ח בשירו של דן אלמגור, יום יבוא. נבואה אוטופית, שבה לא יושפל שום אדם על רקע גזעו וצבעו וללא ספק היום הזה טרם הגיע למדינת ישראל. אפילו אני לא בטוחה אם הוא הגיע לכנסת ישראל למרבה הצער, למרות שאנחנו מנסים. ובכל זאת, אני חושבת שהאמירה שיוצאת פה באופן חד וברור, הן ממשרד מבקר המדינה והן מהוועדה למשרד החינוך, צריכה להיות כשירו של יעקב רוטנבליט, אם כבר בשירים עסקינן – אל תגידו יום יבוא, פשוט הביאו את היום.",תראו בחר מבקר בשירו דן אלמגור יבוא נבואה אוטופית שבה יושפל רקע גזעו וצבעו וללא ספק טרם הגיע למדינת בטוחה הגיע לכנסת למרבה הצער מנסים ובכל שהאמירה שיוצאת חד וברור ממשרד מבקר והן מהוועדה למשרד החינוך כשירו יעקב רוטנבליט בשירים עסקינן תגידו יבוא הביאו,בלי
Committee,79.0,430.0,2019-08-14 10:00:00," << יור >> היו""ר אוסנת הילה מארק: << יור >>  ","בפתח הדברים אני כבר אומר שהתחבטנו בימים האחרונים, גם אני וגם הייעוץ המשפטי, בדבר האגרות, ורצינו להבין קצת מכל גורמי המקצוע שיושבים פה – בעצם אני, באופן אישי, מרגישה שהבשורה היא – בואו נגיד את זה בשפה לא הכי רהוטה – ""חצי קלאץ'"". אני יותר מאשמח לגעת במספר נקודות ואולי מהן נתחיל את הדיון, על מנת שהדברים יהיו ענייניים וגורמי המקצוע יוכלו גם להתייחס לדברים בצורה ממוקדת, ולא נמרח את הדברים יותר מדי כדי שהדברים יקבלו איזה שהוא כיוון.",בפתח הדברים שהתחבטנו בימים האחרונים הייעוץ המשפטי בדבר האגרות ורצינו להבין גורמי המקצוע שיושבים אישי מרגישה שהבשורה נגיד בשפה רהוטה קלאץ מאשמח לגעת במספר נקודות ואולי מהן נתחיל מנת שהדברים ענייניים וגורמי המקצוע יוכלו להתייחס לדברים ממוקדת נמרח הדברים שהדברים יקבלו כיוון,בלי
Committee,18.0,96.0,2018-02-18 11:00:00,"היו""ר מרדכי יוגב:","כבר הארכתי, אין מה למסור יותר, חוץ ממה שאנחנו מבקשים שהוועדה תוציא מכתב חריף ונקיים ישיבה איתו. ",הארכתי למסור ממה מבקשים שהוועדה תוציא מכתב חריף ונקיים ישיבה,בלי
Committee,20.0,102.0,2020-10-26 12:00:00," << יור >> היו""ר עפר שלח: << יור >>   ","אני מבקש להתחיל עם מורן באבאי, נציג תחום התל""ן, שיסביר לנו בדיוק את מי הוא מאגד. מורן, צוהריים טובים. ",להתחיל מורן באבאי נציג תחום התלן שיסביר מאגד מורן צוהריים,בלי
Committee,23.0,124.0,2016-11-30 09:30:00,טלי פלוסקוב (כולנו):,"תודה אדוני יושב הראש, תודה למנהלת הוועדה. קודם כל תמיד כייף לבוא אליכם לבקר ולפעמים אני גם מתגעגעת לכל האקשן שיש כאן בוועדה.",יושב הראש למנהלת כייף לבוא אליכם לבקר ולפעמים מתגעגעת האקשן,בלי
Committee,69.0,359.0,2018-06-18 09:30:00,יוסי יונה (המחנה הציוני):,"אדוני, תודה ראשית על קיומו של הדיון החשוב, והייתי גם מכנה את הדיון הזה, דיון חירום, משום שאם אנחנו לא נצא מכאן עם קריאה חד משמעית, ברורה, הן לממשלת ישראל, לראש הממשלה, לשר האוצר, שמכתתים רגליהם, דרך אגב, עד כה, גוררים רגליים ולא מביעים באופן פומבי את עמדתם בנושא הזה. אז אם כן, כפי שאני אומר, זה כינוס חירום לפני שבאמת יעלה הכורת על המפעל התרבותי והחשוב הזה. ",ראשית קיומו החשוב והייתי מכנה חירום משום נצא מכאן קריאה חד משמעית ברורה לממשלת לשר האוצר שמכתתים רגליהם כה גוררים רגליים מביעים פומבי עמדתם כינוס חירום שבאמת יעלה הכורת המפעל התרבותי והחשוב,בלי
Committee,89.0,491.0,2017-03-21 14:00:00,תומר רוזנר:,"אני אומר בגדול במה עוסקת ההצעה. חוק מבקר המדינה מאפשר למבקר המדינה לברר תלונות של עובדים בגופים מבוקרים שטוענים לחשיפת מעשה שחיתות. במסגרת האפשרויות שיש לו לפי החוק, הוא יכול לתת להם סעדים שונים כמו צו הגנה וסעדים אחרים. ההצעה מתמודדת עם השאלה מה קורה אם עובד של משרד מבקר המדינה הוא זה שחושף את השחיתות או טוען לחשיפת שחיתות או להתנכלות מצד הממונה ומקימה מנגנון שבעצם מאפשר את בירור התלונה הזאת. כמובן שהתלונה לא יכולה להיות מבוררת על ידי מבקר המדינה עצמו ולכן ניתן כאן איזשהו מנגנון חלופי.",בגדול עוסקת מבקר מאפשר למבקר לברר תלונות עובדים בגופים מבוקרים שטוענים לחשיפת מעשה שחיתות במסגרת האפשרויות סעדים שונים צו הגנה וסעדים מתמודדת השאלה קורה עובד מבקר שחושף השחיתות טוען לחשיפת שחיתות להתנכלות מצד הממונה ומקימה מנגנון שבעצם מאפשר בירור התלונה שהתלונה מבוררת מבקר איזשהו מנגנון חלופי,בלי
Committee,121.0,676.0,2019-06-25 10:30:00,"<< יור >> היו""ר משה גפני: << יור >> ","בוקר טוב, אני מתכבד לפתוח את ישיבת ועדת הכספים. אני מבקש לומר שני דברים לפני שאנחנו מתחילים לדון בנושא לשמו התכנסנו; אחד, ועדת הכספים קיימה מספר דיונים בנושא הרנטות שמקבלים ניצולי השואה מגרמניה. שיפרנו בארץ את התנאים של ניצולי השואה והגדלנו את הסכומים שהם מקבלים. ברבות השנים, בעקבות הפעולות שעשינו כאן בארץ, גם ממשלת ישראל וגם הכנסת, השתפרו התנאים וגדל התקציב שמקבלים ניצולי השואה ויצא שמקבלי הרנטות, מה שנחשב פעם לטוב ביותר והם היו אלה שמקבלים את הקצבה הטובה ביותר – באופן יחסי כמובן, עדיין מצב ניצולי שואה לא טוב – קיבלו סכום הרבה יותר נמוך ותנאים יותר גרועים מאלה של ניצולי השואה בארץ. שיפור התנאים הוא תעודת כבוד לישראל אבל בסופו של דבר לא נפתרה הבעיה לגבי מקבלי הרנטות. ",הכספים מתחילים לדון לשמו התכנסנו; הכספים קיימה דיונים הרנטות שמקבלים ניצולי השואה מגרמניה שיפרנו התנאים ניצולי השואה והגדלנו הסכומים מקבלים ברבות השנים בעקבות הפעולות שעשינו ממשלת השתפרו התנאים וגדל התקציב שמקבלים ניצולי השואה ויצא שמקבלי הרנטות שנחשב לטוב והם שמקבלים הקצבה הטובה יחסי ניצולי שואה קיבלו סכום נמוך ותנאים מאלה ניצולי השואה שיפור התנאים תעודת לישראל בסופו נפתרה הבעיה מקבלי הרנטות,רווחה
Committee,78.0,470.0,2016-07-25 13:00:00,חנה רותם:,"כבוד היושב ראש, אנחנו מבקשים את האורכה בהגשת דוח מבקר המדינה בגלל סיבה מאוד פשוטה, מכיוון שמרבית נציגי הסיעות מתוך כארבעים הסיעות שהשתתפו בבחירות האלה ביקשו מאתנו אורכה למתן התייחסותן לטיוטת הממצאים שהועברה אליהן בטענה שבתקופת הרמדאן הם עובדים חלקית והם לא מסוגלים בעצם לתת תשובות ותיעוד נוסף שנתבקש עד לסוף תקופת הרמדאן. אנחנו בימים אלה מקבלים את תשובותיהם. חשבנו שמן הנכון לאפשר לכולם להתייחס לטיוטת הממצאים על מנת שהדוח של מבקר המדינה והמסקנות שלו יהיו שלמות ונכונות.",היושב מבקשים האורכה בהגשת מבקר סיבה פשוטה מכיוון שמרבית הסיעות כארבעים הסיעות שהשתתפו בבחירות ביקשו מאתנו אורכה למתן התייחסותן לטיוטת הממצאים שהועברה אליהן בטענה שבתקופת הרמדאן עובדים חלקית והם מסוגלים ותיעוד נוסף שנתבקש לסוף תקופת הרמדאן בימים מקבלים תשובותיהם חשבנו הנכון לאפשר להתייחס לטיוטת הממצאים מנת שהדוח מבקר והמסקנות שלמות ונכונות,בלי
Committee,139.0,758.0,2021-03-10 10:30:00, << דובר >> טלי ארפי: << דובר >>   ,"שלום לכם. הצעת החוק מתייחסת למצב שבו היום מעסיק שמוציא את העובד שלו לחל""ת משלם בעבור החודשיים הראשונים דמי ביטוח בעבור עובדו בעד כל חודש קלנדרי, 348 שקלים. תקופת הקורונה זה לא מצב רגיל שבו העובד יחד עם המעסיק מסכימים על הוצאתו לחופשה. כאן לא הייתה ברירה בשל ההגבלות שהטילה הממשלה. אנחנו  רוצים לתקן את העיוות הזה על ידי קביעה של הוראת שעה שקובעת שמאפריל 2020 ועד אפריל 2021 אותו מעביד יהיה פטור מתשלום דמי ביטוח. מהצד השני, מאחר שבחלק מגמלאות הביטוח הלאומי מדובר על גמלאות שמחליפות שכר, הכנסנו הוראה שהעובדה שאותו מעסיק פטור מתשלום דמי ביטוח בעד עובדו לא תפגע בקבלת גמלאות כאלה ואחרות לעובד בגלל שלא השתלמו דמי ביטוח. לשר תהיה סמכות להאריך את הפטור הזה עד יוני 2021. יוני 2021 זו אותה רשת ביטחון כלכלית שנגעה להארכת תקופת האבטלה לאותם מובטלים שהוצאו לחל""ת.  ",מתייחסת למצב שבו מעסיק שמוציא העובד לחלת משלם בעבור החודשיים הראשונים דמי ביטוח בעבור עובדו חודש קלנדרי 348 שקלים תקופת הקורונה רגיל שבו העובד יחד המעסיק מסכימים הוצאתו לחופשה ברירה בשל ההגבלות שהטילה לתקן העיוות קביעה הוראת שקובעת שמאפריל אפריל מעביד פטור מתשלום דמי ביטוח מהצד מאחר שבחלק מגמלאות הביטוח הלאומי גמלאות שמחליפות שכר הכנסנו הוראה שהעובדה שאותו מעסיק פטור מתשלום דמי ביטוח עובדו תפגע בקבלת גמלאות ואחרות לעובד השתלמו דמי ביטוח לשר סמכות להאריך הפטור יוני יוני רשת ביטחון כלכלית שנגעה להארכת תקופת האבטלה לאותם מובטלים שהוצאו לחלת,רווחה
Committee,40.0,212.0,2020-12-22 10:30:00," << יור >> היו""ר עפר שלח: << יור >> ","בוקר טוב, אני שואל, מכיוון שהיו מיני תוכניות מגירה גם בדוח מ-2007 של משרד הבריאות לגבי שפעת פנדמית, וגם מה שנהיה בסופו של דבר אחרי תקופת הבחינה שלכם לנחשול בריא, וכן הלאה, אם עסקתם או שאתם עוסקים בסוגיית ההסברה. ",שואל מכיוון שהיו מיני תוכניות מגירה בדוח מ-2007 הבריאות שפעת פנדמית שנהיה בסופו תקופת הבחינה לנחשול בריא וכן הלאה עסקתם עוסקים בסוגיית ההסברה,בריאות
Committee,41.0,253.0,2016-05-24 12:00:00,סיגלית ברקאי:,"במהלך השנים נערכו תיקונים של התקנות העיקריות, שזה תקנות הנמלים (בטיחות השיט), ותקנות הספנות (כלי שיט קטנים). נדרש לעשות התאמה בהתאם לתיקונים שחלו בתקנות העיקריות, נדרש להתאים את התקנות של העבירות המינהליות על מנת שנוכל לבצע אכיפה שלהן בצורה יעילה ביותר.",במהלך השנים נערכו תיקונים התקנות העיקריות הנמלים בטיחות השיט ותקנות הספנות כלי שיט קטנים נדרש התאמה לתיקונים שחלו בתקנות העיקריות נדרש להתאים התקנות העבירות המינהליות מנת שנוכל לבצע אכיפה שלהן יעילה,בטחון פנים
Committee,149.0,720.0,2018-02-20 12:30:00,"היו""ר איתן כבל:","לכן, אי אפשר שאנחנו נמצא את עצמנו עכשיו צריכים להתנצל כאילו נהיינו אויבי הציבור. בסוף בסוף בסוף, מי שלא רוצה את התהליך הזה, אני אעצור אותו כאן ועכשיו, אני אומר לך את זה חבר הכנסת יוסי יונה, אבל אנחנו כאן בתהליכים שצריך למצוא איזונים. זה לא שכל אחד בא עם הגרמושקה שלו ואומר: זה מה אני רוצה, אתה יכול לחתום לי על זה? כן – כן, לא – לא, זה לא עובד כך. יש כאן מערכות ולחצים, ולא לחינם התערבתי באופן אישי – יודע את זה יוסי – כדי לחלץ את הצעת החוק המונחת כאן מן המיצר, כי אחרת היא לא היתה מקודמת יותר והיא היתה נקברת כמו עוד אלפי הצעות חוק, שבמשך השנים הונחו כאן ונקברו ואף אחד לא ידע את מקום קבורתן. אני אומר את זה מפאת חשיבות העניין – וכך אני מתייחס לדברים, אנחנו מכבדים אתכם, אני אומר את זה לסטודנטים ואני אומר את זה למתמחים",עצמנו צריכים להתנצל כאילו נהיינו אויבי הציבור התהליך אעצור ועכשיו יוסי יונה בתהליכים שצריך למצוא איזונים הגרמושקה ואומר לחתום עובד מערכות ולחצים לחינם התערבתי אישי יוסי לחלץ המונחת המיצר מקודמת והיא נקברת אלפי הצעות שבמשך השנים הונחו ונקברו ואף ידע קבורתן מפאת חשיבות העניין וכך מתייחס לדברים מכבדים לסטודנטים למתמחים,בריאות
Committee,97.0,550.0,2016-12-13 10:30:00,"היו""ר אברהם נגוסה:","אנחנו רוצים לשמוע את הממצאים הראשונים כתוצאה של הפיילוט שהמשטרה עושה בחמש ערים ואנחנו רוצים לקבל את הממצאים, אלימות משטרתית קיימת גם היום ואנחנו רוצים לשמוע אם יש שינוי, אם יש ירידה, זה מה שאנחנו בוחנים. אני גם צריך להגיד שביום ראשון ועדת העלייה והקליטה, עשינו סיור, דיון, במכללה הלאומית להכשרת שוטרים ואנחנו שם התרשמנו מהתוכן, מה שהם מלמדים ומכשירים אותם, בעיקר בעניין של העמקה בחוק של המעצרים והסמכות של השוטר והזכות של החשוד. זה חשוב מאוד. גם ההעמקה בהכשרה של הקהילה, או כחברה רב תרבותית וגם המושג של רב תרבותיות. אנחנו התרשמנו גם שם מתוכן ההכשרה.",הממצאים הראשונים כתוצאה הפיילוט שהמשטרה בחמש ערים הממצאים אלימות משטרתית קיימת שינוי ירידה בוחנים שביום העלייה והקליטה עשינו סיור במכללה הלאומית להכשרת שוטרים התרשמנו מהתוכן מלמדים ומכשירים העמקה המעצרים והסמכות השוטר והזכות החשוד ההעמקה בהכשרה כחברה רב תרבותית המושג רב תרבותיות התרשמנו מתוכן ההכשרה,בטחון פנים
Committee,16.0,83.0,2017-06-29 10:00:00,"היו""ר נורית קורן:","06'-97', שנפתחו עשרה קברים מדגמיים ובהם לא נמצא שום ממצא שמתאים למה שהיה כתוב מעל. ",06-97 שנפתחו עשרה קברים מדגמיים ובהם ממצא שמתאים כתוב,בלי
Committee,16.0,90.0,2020-10-20 10:00:00," << דובר >> מיקי לוי (יש עתיד-תל""ם): << דובר >>","צלצלו לראש אגף התקציבים, לממלא מקומו של ראש אגף התקציבים, שישלח מישהו עכשיו. מה זאת אומרת?",צלצלו אגף התקציבים לממלא מקומו אגף התקציבים שישלח אומרת,בלי
Committee,82.0,452.0,2020-07-21 11:30:00," << יור >> היו""ר עפר שלח: << יור >>   ","אני פותח את הדיון. אנחנו במסגרת העיסוק של הוועדה בדוחות מבקר שונים שמתכתבים באופן כזה או אחר עם סוגיות הנוגעות למשבר הקורונה, יוצאים מתוך דוח שעסק כמובן הרבה לפני הקורונה אבל עסק בשירות הרפואי לחיילי החובה, וממנו אנחנו נבין גם דברים שעולים מן הדוח אבל גם דברים שנוגעים כרגע, כי לפחות על פי הידיעות, בגל הזה של הקורונה גם בתוך צה""ל שיעורי התחלואה וההתמודדות הם יותר קשים ממה שהיה. כל אלה דברים שהגיעו אלי כפניות אישיות. אני בוודאי אעלה אותן במהלך הדיון.",במסגרת העיסוק בדוחות מבקר שונים שמתכתבים סוגיות הנוגעות למשבר הקורונה יוצאים שעסק הקורונה עסק בשירות הרפואי לחיילי החובה וממנו נבין שעולים שנוגעים פי הידיעות בגל הקורונה צהל שיעורי התחלואה וההתמודדות קשים ממה שהגיעו אלי כפניות אישיות בוודאי אעלה אותן במהלך,קורונה
Committee,25.0,134.0,2020-09-14 09:00:00, << דובר >> מיכל שיר סגמן (הליכוד): << דובר >>  ,"תודה רבה אדוני היושב-ראש. אני אפתח במספר מילים ואז אני אשמח שאנחנו באמת נשמע את הנציגים, הן אלה שכואב להם והן אלה שאמונים על הפתרונות.",היושב-ראש אפתח במספר מילים הנציגים שכואב והן שאמונים הפתרונות,בלי
Committee,21.0,111.0,2017-02-20 09:00:00,"היו""ר אברהם דיכטר:","אני מבקש, לטובת הפרוטוקול שלנו, מי שמדבר – גם בהערה – שם, תפקיד, וזה ייכנס לדיראון לרשימות הכנסת. בבקשה, רחלי. ",לטובת הפרוטוקול שמדבר בהערה תפקיד ייכנס לדיראון לרשימות רחלי,בלי
Committee,110.0,607.0,2021-12-27 09:00:00," << יור >> היו""ר עידית סילמן: << יור >> ","אפשר לומר שמדינת ישראל היא בית חרושת לסוכרת, כמו מדינות נוספות בעולם המערבי, שאנחנו חייבים למגר אותו. אנחנו חייבים לחשוב לטווח ארוך איך אנחנו משנים את הכיוון הזה, האם יש באמת איזה שהוא תקצוב ברמת קופות החולים עם דגש על הפלח העצום הזה, איך הם מצמצמים בעצם את המיליון איש שעתידים להגיע ולהיות סוכרתיים. כל הטרום סוכרת זה אחד הנושאים שאנחנו נתמקד בו פה בוועדה. אני חושבת שצריך לבנות איזה שהוא מנגנון כלכלי מובהק, לדוגמא איזו שהיא קופה בתוך קופות החולים שתצליח להוריד באופן יחסי את אחוז העוברים לסוכרת ושתתוגמל על זה. אולי לא בפחות כסף ממה שמתגמלים היום דברים אחרים, זאת על מנת לא להכניס אותם לאותו מעגל סוכרתי.",שמדינת חרושת לסוכרת מדינות נוספות המערבי חייבים למגר חייבים לחשוב לטווח ארוך משנים הכיוון תקצוב ברמת קופות החולים דגש הפלח העצום מצמצמים המיליון איש שעתידים ולהיות סוכרתיים הטרום סוכרת הנושאים נתמקד שצריך לבנות מנגנון כלכלי מובהק לדוגמא איזו קופה קופות החולים שתצליח להוריד יחסי אחוז העוברים לסוכרת ושתתוגמל בפחות ממה שמתגמלים מנת להכניס לאותו מעגל סוכרתי,בריאות
Committee,46.0,275.0,2016-03-29 10:30:00,"היו""ר יעקב מרגי:","אני סברתי שהדיון צריך להיות בוועדת החינוך. משרד הביטחון וצה""ל מסרבים להגיע לדיון כי, א', בטענה שהתקיים דיון בוועדת חוץ וביטחון. כמו כן, הסוגיה נמצאת בדיון משפטי בבג""צ. במגבלות המשפטיות נקיים דיון בקטע הציבורי בלבד. אני רוצה לקרוא את התגובות של משרד הביטחון וצה""ל להזמנה שלנו.",סברתי שהדיון החינוך הביטחון וצהל מסרבים בטענה שהתקיים וביטחון הסוגיה משפטי בבגצ במגבלות המשפטיות נקיים בקטע הציבורי בלבד התגובות הביטחון וצהל להזמנה,בלי
Committee,134.0,839.0,2016-01-25 12:30:00,"היו""ר אברהם נגוסה:","בכל זאת במהלך עשרת הימים האחרונים היו באירופה אירועים, בהזדמנות הזו אני מודה לפורום לתיאום המאבק באנטישמיות, CFCA, על ריכוזים ופרסומם, אציין כמה אירועים שקרו. לפני ארבעה ימים פורסמו בברלין כרזות אנטישמיות במסגרת הבחירות לאגודת הסטודנטים, בבריטניה התפרעו מפגינים פרו פלסטינאים במהלך הרצאה של עמי איילון, ראש השב""כ לשעבר, בסלובניה הורידה רשת מרכולים גדולה מוצרים ישראלים מהמדפים. במוצאי שבת נכנס אדם לבר בהמבורג בגרמניה והצהיר, 'צריך להמית יהודים בגז'. באנטוורפן בבלגיה הגיש עיתון יהודי תלונה רשמית נגד יומן שפרסם טענה של מכחיש שואה, שאף אחד לא מת בתאי גזים. בטורקיה רוססה כתובת נאצה אנטישמית על קיר בית כנסת באיסטנבול. בהנובר, בגרמניה, חולל בית קברות יהודי בפעם השלישית בחודשים האחרונים. בברלין אירעה התנכלות אנטישמית ליהודי חובש כיפה, בשבדיה ברכבת התחתית הודבקו מדבקות המשוות את ישראל לדאעש ומכריזות על ישראל כמדינת טרור נאצית בלתי חוקית. ",במהלך עשרת הימים האחרונים באירופה אירועים בהזדמנות מודה לתיאום המאבק באנטישמיות CFCA ריכוזים ופרסומם אציין אירועים שקרו ארבעה ימים פורסמו בברלין כרזות אנטישמיות במסגרת הבחירות לאגודת הסטודנטים בבריטניה התפרעו מפגינים פרו פלסטינאים במהלך הרצאה עמי איילון השבכ לשעבר בסלובניה הורידה רשת מרכולים מוצרים ישראלים מהמדפים במוצאי שבת נכנס לבר בהמבורג בגרמניה והצהיר להמית יהודים בגז באנטוורפן בבלגיה הגיש עיתון יהודי תלונה רשמית יומן שפרסם טענה מכחיש שואה שאף מת בתאי גזים בטורקיה רוססה כתובת נאצה אנטישמית קיר באיסטנבול בהנובר בגרמניה חולל קברות יהודי בפעם השלישית בחודשים האחרונים בברלין אירעה התנכלות אנטישמית ליהודי חובש כיפה בשבדיה ברכבת התחתית הודבקו מדבקות המשוות לדאעש ומכריזות כמדינת טרור נאצית בלתי חוקית,בלי
Committee,116.0,634.0,2017-07-04 08:30:00,"היו""ר אלי אלאלוף:","שתיים, אנחנו חושבים שכל המערכות עד גיל 3, זה לא מערכות שהתפישה המקורית בתקופה של גולדה מאיר, היתה כדי לאפשר לאימהות לצאת לעבודה. אנחנו חשבנו, ובוודאי אתם אנשי המקצוע, יודעים זאת טוב ממני, שהתפתחות הילד היא בכל תחומי החיים, וזה לא רק על-מנת לאפשר לאם לצאת לעבודה. אולי זו גם הסיבה שבשלה הקימו בתי ספר, כדי שההורים ילכו לעבוד. לכן זה אבסורד, ואני חוזר ואומר, ולא משנה אם אני בקואליציה או באופוזיציה, הדבר שאני הכי אוהב, זה לומר לכם שאין שום סיבה שמשרד העבודה יטפל במעונות יום והמסגרות המקבילות. אין שום סיבה. היום זו סיבה פוליטית, אתמול זו היתה סיבה טכנית. האמת, אני חושב שזה צריך להיות במשרד החינוך, גם בהצעה שלנו אתמול זה במפורש מובא.",שתיים חושבים המערכות 3 מערכות שהתפישה המקורית בתקופה גולדה מאיר לאפשר לאימהות לצאת לעבודה חשבנו ובוודאי אנשי המקצוע ממני שהתפתחות הילד תחומי על-מנת לאפשר לאם לצאת לעבודה הסיבה שבשלה הקימו בתי שההורים ילכו לעבוד אבסורד חוזר ואומר משנה בקואליציה באופוזיציה סיבה שמשרד העבודה יטפל במעונות והמסגרות המקבילות סיבה סיבה פוליטית סיבה טכנית במשרד החינוך בהצעה במפורש מובא,נשים
Committee,125.0,636.0,2016-06-06 09:00:00,"היו""ר דוד אמסלם:","אני סברתי אז, וסובר גם היום, וזה מה שאני מבקש לשמוע – אנחנו ביקשנו לבנות סל קייטנות בסיסי. מי שרוצה רכיבה על סוסים או קורס ד5אונים – אין לנו בעיה, שילך לקייטנה פרטית, ישלם 20,000 שקל – הכול בסדר. אבל קייטנות שמתבצעות בשטחים הציבוריים, בבתי הספר הציבוריים, במתנ""סים הציבוריים, ששייכים לציבור, אני סברתי – וזה מה שארצה לשמוע, גם מרדכי-  צריך לבנות סל בסיסי לקייטנה של שלושה שבועות, ולקבוע מחיר מודולרי. זה אומר שהמחיר צריך להיות – לדעתי, אז אני חשבתי – לא אכנס אם זה עוד 10% לפה או לשם, אבל בין 600 ל-800 שקלים לילד אחד; לשני ילדים זה לא בדיוק כפול שניים, אלא צריך לעשות את זה פחות; לשלושה ילדים - מקסימום 2,000 ₪ - זה נראה לי מאוד סביר. ",סברתי וסובר ביקשנו לבנות סל קייטנות בסיסי שרוצה רכיבה סוסים קורס ד5אונים שילך לקייטנה פרטית ישלם 20000 שקל הכול בסדר קייטנות שמתבצעות בשטחים הציבוריים בבתי הספר הציבוריים במתנסים הציבוריים ששייכים לציבור סברתי שארצה מרדכי- לבנות סל בסיסי לקייטנה שלושה שבועות ולקבוע מחיר מודולרי שהמחיר חשבתי אכנס 10% לפה לשם 600 ל-800 שקלים לילד אחד; לשני כפול שניים פחות; לשלושה מקסימום 2000 ₪ סביר,חינוך
Committee,67.0,379.0,2016-11-22 10:00:00,"היו""ר תמר זנדברג:","אנחנו היום בדיון מעקב אחר נושא שאנחנו מלווים אותו זמן ארוך. למעשה, זה היה בחדר הזה כאשר ביולי שנה שעברה, אז סגן שר הבריאות והיום שר הבריאות יעקב ליצמן, הכריז על מה שנודע כרפורמת ליצמן. זו הרפורמה בקנביס הרפואי, שלאור הרבה מאד מכשולים ואתגרים, הצלחות, התנסות וידע שנצבר במהלך הדרך וכו', רצתה לעשות מה שאנחנו קוראים ""הסדרה"" בנושא קנביס רפואי, או הטיפול הרפואי בקנביס במדינת ישראל. ",מעקב מלווים ארוך למעשה בחדר ביולי שעברה סגן הבריאות והיום הבריאות יעקב ליצמן הכריז שנודע כרפורמת ליצמן הרפורמה בקנביס הרפואי שלאור מכשולים ואתגרים הצלחות התנסות וידע שנצבר במהלך הדרך וכו רצתה קוראים הסדרה קנביס רפואי הטיפול הרפואי בקנביס,בריאות
Committee,66.0,392.0,2020-04-20 09:00:00," << יור >> היו""ר ניצן הורוביץ: << יור >>   ","אני מתכבד לפתוח את הישיבה של הוועדה המיוחדת לחינוך בכנסת. היום יום שני, השעה 09:00 בבוקר, ואנחנו דנים בנושא ספציפי וממוקד וזה עניין הילדים החולים, לא ילדי הקורונה, אלא הילדים החולים, ויש אלפים כאלה – ילדים שהם חולים גם בבית או שהם מאושפזים בבתי חולים כלליים, בבתי חולים פסיכיאטריים, שיקומיים, ברחבי המדינה. למרבה הצער, חלקם לא מקבלים דווקא היום את המענים החינוכיים והלימודיים שהם צריכים לקבל.",המיוחדת לחינוך 0900 בבוקר דנים ספציפי וממוקד עניין החולים ילדי הקורונה החולים אלפים חולים מאושפזים בבתי חולים כלליים בבתי חולים פסיכיאטריים שיקומיים ברחבי למרבה הצער חלקם מקבלים המענים החינוכיים והלימודיים צריכים,בריאות
Committee,37.0,194.0,2017-07-10 10:30:00,"היו""ר דוד אמסלם:","אתה צודק במובן הזה שבבתי האבות יש אנשים תשושי נפש, אנשים מוגבלים ויש גם אנשים שלא מוגבלים. בבתי חולים כולם חולים, אחרת לא היו מאשפזים אותם בבית החולים. המצב בתי החולים מעט יותר גרוע מבתי האבות. ",צודק במובן שבבתי האבות תשושי נפש מוגבלים מוגבלים בבתי חולים חולים מאשפזים החולים המצב בתי החולים מבתי האבות,בריאות
Committee,61.0,321.0,2020-12-15 09:45:00," << יור >> היו""ר עפר שלח: << יור >>  "," הצד השני של אותו דבר הוא כמובן שאשראי כזה או אחר בסופו של דבר צריך להחזיר והמועד להחזר משכנתאות נדחה פעם אחר פעם, אבל בסוף הוא יגיע. חלק מהעסקים אולי הצליחו לדחות את המועד להחזר של הלוואות כאלה ואחרות, אבל מתישהו הוא יגיע. אנחנו עומדים בפני אפשרות שהמשבר הרפואי הזה יהפוך להיות משבר אשראי חסר תקדים בתולדות מדינת ישראל. ",הצד שאשראי בסופו להחזיר והמועד להחזר משכנתאות נדחה יגיע מהעסקים הצליחו לדחות המועד להחזר הלוואות ואחרות מתישהו יגיע עומדים בפני אפשרות שהמשבר הרפואי יהפוך משבר אשראי חסר תקדים בתולדות מדינת,כלכלי
